id,venue,address,pages,year,author,publisher,title,editor,note,month,volume,institution
136,"33 proceedings of the 1988 workshop on computational learning theory,",,pp. 139-154.,"1988,","a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.","morgan kaufmann publishers,",a general lower bound on the number of examples needed for learning.,,,,,
137,"information and computation,",,"247-261,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
138,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
139,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
140,"inf. and computation,",,"247-266,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
141,"information and computation,",,247-251.,(1989).,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant,",,a general lower bound on the number of examples needed for learning.,,,,82(3),
142,"information and computation,",,247-261.,(1989).,"ehrenfeucht, a., haussler, d., kearns m., & valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,,,"82,",
143,"information and computation,",,247-261.,1989.,"ehrenfeucht, a., haussler, d., kearns, m. j., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,,,82,
144,"information and computation,",,247-261.,(1989).,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l. g.",,a general lower bound on the number of examples needed for learning.,,,,"82,",
145,"information and computation 82,",,pp. 247-261.,(1989).,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,,,,
146,"information and computation,",,247-261.,(1989).,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,,,82,
147,"information and computation,",,267-284.,(1989).,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,,,82,
148,"information and control 82,",,,(1989).,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,,,,
149,information and computation 82,,247-261.,,"ehrenfeucht, andrzej; haussler, david; kearns, michael; and valiant,",,leslie 1989. a general lower bound on the number of examples needed for learning.,,,,,
150,"information and computation,",,247-261.,,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,"a general lower bound on the number of examples needed for learning,",,,,"82 (3) (1989),",
151,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
152,"information and computation,",,"247-261,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
153,"information and computation,",,"247-251,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,september,82(3),
154,,"82(3):247251,",,1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,,,
155,"information and computation,",,pp. 247-261.,,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,,,"vol. 82 (1989),",
156,"information and computation,",,"247-251,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
157,"information and computation,",,pp. 247-261.,"1989,","a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,"82(3),",
158,"information and computation,",,"247-261,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
159,"information and computation,",,"247-261,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
160,"information and computation,",,"247-261,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
161,"information and control,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
162,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
163,"information and computation,",,"247-251,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,september,82(3),
164,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
165,"information and computation,",,"247-251,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,september,82(3),
166,,"82:247261,",,1989.,"a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,,,
167,"information and computation,",,"247-261,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
168,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
169,"information and computation,",,pp. 247-261.,"1989,","a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,"82(3),",
170,"information and computation,",,"247-251,",1989.,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",,a general lower bound on the number of examples needed for learning.,,,september,82(3),
171,"information and computation,",,"247-261,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82,
172,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,,september,82(3),
173,"information and computation,",,"247-251,",1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,,,82(3),
174,,"82(3):247251,",,1989.,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,,,
175,"in proc. of ieee information theory conference,",,page 233.,1995.,"m. feder, y. freund, and y. mansour.","ieee,",optimal universal learning and prediction of probabilistic concepts.,,,,,
176,"in proc. of ieee information theory conference,",,page 233.,1995.,"m. feder, y. freund, and y. mansour.","ieee,",optimal universal learning and prediction of probabilistic concepts.,,,,,
177,,,,,"m. feder, yoav freund and yishay mansour,",,"optimal universal learning and prediction of probabilistic concepts,",,"to appear in proc. ieee information theory conference, 1995; published by ieee. 13",,,
178,"in proc. of ieee information theory conference,",,page 233.,1995.,"m. feder, y. freund, and y. mansour.","ieee,",optimal universal learning and prediction of probabilistic concepts.,,,,,
179,,,,,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,(to appear).,,,
180,,,,,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,(to appear).,,,
181,"in proceedings of the third annual workshop on computational learning theory,",,"pages 202-216,",1990.,yoav freund.,,boosting a weak learning algorithm by majority.,,,august,,
182,"in 'proceedings of the third annual workshop on computational learning theory',",,pp. 202-216.,"(1990),","freund, y.",,"boosting a weak learning algorithm by majority,",,to appear in information and computation.,,,
183,"in proceedings of the third annual workshop on computational learning theory,",,pp. 202-216.,"(1990),","freund, y.",,"boosting a weak learning algorithm by majority,",,to appear in information and computation.,,,
184,"in `proceedings of the third annual workshop on computational learning theory',",,pp. 202-216.,"(1990),","freund, y.",,"boosting a weak learning algorithm by majority,",,,,,
185,"in 3rd annual workshop on computational learning theory,",,pages 202-216.,(1990).,"freund, y.",,boosting a weak learning algorithm by majority.,,,,,
186,"in proceedings of the third annual workshop on computational learning theory,","rochester, ny.","(pp. 202-216),",(1990).,"freund, y.",morgan kaufmann.,boosting a weak learning algorithm by majority.,,,,,
187,proc. 3rd work. comp. learning theory (pp.,,202-216).,(1990).,"freund, y.",,boosting a weak learning algorithm by majority.,,,,,
188,proceedings of the third annual workshop on computational learning theory (pp.,san francisco:,202-216).,(1990).,"freund, y.",morgan kaufmann.,boosting a weak learning algorithm by majority.,,,,,
189,"in proceedings of the third workshop on computational learning theory,","san mateo, ca.",202-216.,1990.,"freund, y.",morgan kaufmann.,boosting a weak learning algorithm by majority.,,,,,
190,"in proc. 3rd work. comp. learning theory,",,"pages 202-216,",1990.,y. freund.,,boosting a weak learning algorithm by majority.,,,,,
191,"in proceedings of the third annual workshop on computational learning theory,",,pages 202-216.,1990.,yoav freund.,"morgan kaufmann,",boosting a weak learning algorithm by majority.,,,,,
192,"in proc. of the 3rd ann. workshop on comput. learning theory,",,pages 202-216.,1990.,yoav freund.,"morgan kaufmann,",boosting a weak learning algorithm by majority.,,,august,,
193,"in proceedings of the third annual workshop on computational learning theory,",,pages 202-216.,1990.,yoav freund.,"morgan kaufmann,",boosting a weak learning algorithm by majority.,,,,,
194,"in proceedings of the third annual workshop on computational learning theory,",,pages 202-216.,1990.,yoav freund.,"morgan kaufmann,",boosting a weak learning algorithm by majority.,,,22,,
195,"in proc. 3rd work. comp. learning theory,",,"pages 202-216,",1990.,y. freund.,,boosting a weak learning algorithm by majority.,,,,,
196,"in proceedings of the third annual workshop on computational learning theory,",,pages 202-216.,1990.,yoav freund.,"morgan kaufmann,",boosting a weak learning algorithm by majority.,,,,,
197,"proceedings of the 1990 workshop on computational learning theory, p.",,"202-231.,",1990.,"freund, y.,",,"boosting a weak learning algorithm by majority,",,,august,,
198,"proceedings of the 3rd annual workshop on computational learning theory,",,"pp. 202-216,",1990.,"freund, y.,",,"boosting a weak learning algorithm by majority voting,",,,,,
199,"in proceedings of the 1990 workshop on computational learning theory,","san mateo, ca,","pages 202-231,",1990.,y. freund.,,boosting a weak learning algorithm by majority.,,morgan kaufmann. 34 references,august,,
200,"in proceedings of the third workshop on computational learning theory,","san mateo, ca, 1990.","pages 202-216,",,y. freund.,morgan kaufmann.,boosting a weak learning algorithm by majority.,,,,,
201,"in advances in neural informations processing systems 5,","san mateo, ca, 1992.",,,"y. freund, h. s. seung, e. shamir, and n. tishby.",morgan kaufmann.,"information, prediction, and query by committee.",,,,,
